parameter,value,timestamp
Full_Spectrum,190,1550169232.2065015
Infrared,24,1550169232.2065015
Visible,166,1550169232.2065015
Full_Spectrum,188,1550169236.6351306
Infrared,23,1550169236.6351306
Visible,165,1550169236.6351306
Full_Spectrum,188,1550169245.9435074
Infrared,23,1550169245.9435074
Visible,165,1550169245.9435074
Full_Spectrum,189,1550169252.4562206
Full_Spectrum,189,1550169252.6254995
Infrared,23,1550169252.4562206
Infrared,23,1550169252.6254995
Visible,166,1550169252.4562206
Visible,166,1550169252.6254995
Full_Spectrum,189,1550169256.9292245
Infrared,23,1550169256.9292245
Visible,166,1550169256.9292245
Full_Spectrum,189,1550169257.336991
Infrared,23,1550169257.336991
Visible,166,1550169257.336991
Full_Spectrum,189,1550169263.038212
Infrared,23,1550169263.038212
Visible,166,1550169263.038212
Full_Spectrum,188,1550169267.4467432
Infrared,23,1550169267.4467432
Visible,165,1550169267.4467432
Full_Spectrum,188,1550169276.8337183
Infrared,23,1550169276.8337183
Visible,165,1550169276.8337183
Full_Spectrum,189,1550169283.6148326
Full_Spectrum,189,1550169283.7137501
Infrared,23,1550169283.6148326
Infrared,23,1550169283.7137501
Visible,166,1550169283.6148326
Visible,166,1550169283.7137501
Full_Spectrum,188,1550169287.7310739
Infrared,23,1550169287.7310739
Visible,165,1550169287.7310739
Full_Spectrum,189,1550169288.1842651
Infrared,23,1550169288.1842651
Visible,166,1550169288.1842651
Full_Spectrum,188,1550169293.9043307
Infrared,23,1550169293.9043307
Visible,165,1550169293.9043307
Full_Spectrum,189,1550169298.305311
Infrared,23,1550169298.305311
Visible,166,1550169298.305311
Full_Spectrum,189,1550169302.988869
Infrared,23,1550169302.988869
Visible,166,1550169302.988869
Full_Spectrum,189,1550169307.7419612
Infrared,23,1550169307.7419612
Visible,166,1550169307.7419612
Full_Spectrum,189,1550169314.602357
Full_Spectrum,189,1550169314.6320276
Infrared,23,1550169314.602357
Infrared,23,1550169314.6320276
Visible,166,1550169314.602357
Visible,166,1550169314.6320276
Full_Spectrum,188,1550169318.6067324
Infrared,23,1550169318.6067324
Visible,165,1550169318.6067324
Full_Spectrum,189,1550169319.1182363
Infrared,23,1550169319.1182363
Visible,166,1550169319.1182363
Full_Spectrum,188,1550169324.6751437
Infrared,23,1550169324.6751437
Visible,165,1550169324.6751437
Full_Spectrum,187,1550169329.134121
Infrared,23,1550169329.134121
Visible,164,1550169329.134121
Full_Spectrum,188,1550169334.073668
Infrared,23,1550169334.073668
Visible,165,1550169334.073668
Full_Spectrum,188,1550169338.5376115
Infrared,23,1550169338.5376115
Visible,165,1550169338.5376115
Full_Spectrum,189,1550169345.4356902
Full_Spectrum,189,1550169345.4837515
Infrared,23,1550169345.4356902
Infrared,23,1550169345.4837515
Visible,166,1550169345.4356902
Visible,166,1550169345.4837515
Full_Spectrum,188,1550169349.1565387
Infrared,23,1550169349.1565387
Visible,165,1550169349.1565387
Full_Spectrum,189,1550169349.4175646
Infrared,23,1550169349.4175646
Visible,166,1550169349.4175646
Full_Spectrum,188,1550169355.5606945
Infrared,23,1550169355.5606945
Visible,165,1550169355.5606945
Full_Spectrum,187,1550169359.9365177
Infrared,23,1550169359.9365177
Visible,164,1550169359.9365177
Full_Spectrum,188,1550169364.8605337
Infrared,23,1550169364.8605337
Visible,165,1550169364.8605337
Full_Spectrum,188,1550169369.3175988
Infrared,23,1550169369.3175988
Visible,165,1550169369.3175988
Full_Spectrum,189,1550169376.259241
Full_Spectrum,189,1550169376.2966542
Infrared,23,1550169376.259241
Infrared,23,1550169376.2966542
Visible,166,1550169376.259241
Visible,166,1550169376.2966542
Full_Spectrum,188,1550169379.9802089
Infrared,23,1550169379.9802089
Visible,165,1550169379.9802089
Full_Spectrum,189,1550169380.2163827
Infrared,23,1550169380.2163827
Visible,166,1550169380.2163827
Full_Spectrum,188,1550169386.3339562
Infrared,23,1550169386.3339562
Visible,165,1550169386.3339562
Full_Spectrum,188,1550169390.7089117
Infrared,23,1550169390.7089117
Visible,165,1550169390.7089117
Full_Spectrum,189,1550169395.6532214
Infrared,23,1550169395.6532214
Visible,166,1550169395.6532214
Full_Spectrum,189,1550169400.1030643
Infrared,23,1550169400.1030643
Visible,166,1550169400.1030643
Full_Spectrum,189,1550169407.1857457
Full_Spectrum,189,1550169407.263089
Infrared,23,1550169407.1857457
Infrared,23,1550169407.263089
Visible,166,1550169407.1857457
Visible,166,1550169407.263089
Full_Spectrum,189,1550169410.8543406
Infrared,23,1550169410.8543406
Full_Spectrum,189,1550169411.0716217
Visible,166,1550169410.8543406
Infrared,23,1550169411.0716217
Visible,166,1550169411.0716217
Full_Spectrum,189,1550169417.163212
Infrared,23,1550169417.163212
Visible,166,1550169417.163212
Full_Spectrum,189,1550169421.605172
Infrared,23,1550169421.605172
Visible,166,1550169421.605172
Full_Spectrum,189,1550169426.4275823
Infrared,23,1550169426.4275823
Visible,166,1550169426.4275823
Full_Spectrum,188,1550169431.5273576
Infrared,23,1550169431.5273576
Visible,165,1550169431.5273576
Full_Spectrum,189,1550169438.0821915
Full_Spectrum,189,1550169438.1177325
Infrared,23,1550169438.0821915
Infrared,23,1550169438.1177325
Visible,166,1550169438.0821915
Visible,166,1550169438.1177325
Full_Spectrum,188,1550169441.826866
Infrared,23,1550169441.826866
Full_Spectrum,188,1550169441.9590437
Visible,165,1550169441.826866
Infrared,23,1550169441.9590437
Visible,165,1550169441.9590437
Full_Spectrum,188,1550169448.0028265
Infrared,23,1550169448.0028265
Visible,165,1550169448.0028265
Full_Spectrum,187,1550169452.6702828
Infrared,23,1550169452.6702828
Visible,164,1550169452.6702828
Full_Spectrum,187,1550169457.2775407
Infrared,23,1550169457.2775407
Visible,164,1550169457.2775407
Full_Spectrum,188,1550169462.4195547
Infrared,23,1550169462.4195547
Visible,165,1550169462.4195547
Full_Spectrum,188,1550169468.890731
Full_Spectrum,188,1550169468.922146
Infrared,23,1550169468.890731
Infrared,23,1550169468.922146
Visible,165,1550169468.890731
Visible,165,1550169468.922146
Full_Spectrum,188,1550169472.6173196
Full_Spectrum,188,1550169472.7558258
Infrared,23,1550169472.6173196
Infrared,23,1550169472.7558258
Visible,165,1550169472.6173196
Visible,165,1550169472.7558258
Full_Spectrum,188,1550169478.769099
Infrared,23,1550169478.769099
Visible,165,1550169478.769099
Full_Spectrum,188,1550169483.4703825
Infrared,23,1550169483.4703825
Visible,165,1550169483.4703825
Full_Spectrum,188,1550169488.0616004
Infrared,23,1550169488.0616004
Visible,165,1550169488.0616004
Full_Spectrum,192,1550169493.206205
Infrared,24,1550169493.206205
Visible,168,1550169493.206205
Full_Spectrum,193,1550169499.6764045
Full_Spectrum,193,1550169499.707093
Infrared,24,1550169499.6764045
Infrared,24,1550169499.707093
Visible,169,1550169499.6764045
Visible,169,1550169499.707093
Full_Spectrum,194,1550169503.538662
Infrared,24,1550169503.538662
Visible,170,1550169503.538662
Full_Spectrum,194,1550169503.7069418
Infrared,24,1550169503.7069418
Visible,170,1550169503.7069418
Full_Spectrum,193,1550169510.3255363
Infrared,24,1550169510.3255363
Visible,169,1550169510.3255363
Full_Spectrum,193,1550169514.3734043
Infrared,24,1550169514.3734043
Visible,169,1550169514.3734043
Full_Spectrum,193,1550169519.0072765
Full_Spectrum,193,1550169524.0028791
Infrared,24,1550169519.0072765
Infrared,24,1550169524.0028791
Visible,169,1550169519.0072765
Visible,169,1550169524.0028791
Full_Spectrum,194,1550169530.4826899
Full_Spectrum,194,1550169530.5121322
Infrared,24,1550169530.4826899
Infrared,24,1550169530.5121322
Visible,170,1550169530.4826899
Visible,170,1550169530.5121322
Full_Spectrum,193,1550169534.318604
Infrared,24,1550169534.318604
Full_Spectrum,193,1550169534.52244
Visible,169,1550169534.318604
Infrared,24,1550169534.52244
Visible,169,1550169534.52244
Full_Spectrum,193,1550169545.161268
Infrared,24,1550169545.161268
Visible,169,1550169545.161268
Full_Spectrum,193,1550169541.1066535
Infrared,24,1550169541.1066535
Visible,169,1550169541.1066535
Full_Spectrum,193,1550169550.8574176
Infrared,24,1550169550.8574176
Visible,169,1550169550.8574176
Full_Spectrum,192,1550169554.898755
Infrared,24,1550169554.898755
Visible,168,1550169554.898755
Full_Spectrum,194,1550169561.3339646
Full_Spectrum,194,1550169561.3859723
Infrared,24,1550169561.3339646
Infrared,24,1550169561.3859723
Visible,170,1550169561.3339646
Visible,170,1550169561.3859723
Full_Spectrum,194,1550169565.261256
Infrared,24,1550169565.261256
Full_Spectrum,194,1550169565.3756483
Visible,170,1550169565.261256
Infrared,24,1550169565.3756483
Visible,170,1550169565.3756483
Full_Spectrum,193,1550169572.951255
Infrared,24,1550169572.951255
Visible,169,1550169572.951255
Full_Spectrum,193,1550169576.079973
Infrared,24,1550169576.079973
Visible,169,1550169576.079973
Full_Spectrum,193,1550169581.769681
Infrared,24,1550169581.769681
Visible,169,1550169581.769681
Full_Spectrum,194,1550169585.758834
Infrared,24,1550169585.758834
Visible,170,1550169585.758834
Full_Spectrum,193,1550169593.2716844
Full_Spectrum,193,1550169593.2415566
Infrared,24,1550169593.2716844
Infrared,24,1550169593.2415566
Visible,169,1550169593.2716844
Visible,169,1550169593.2415566
Full_Spectrum,192,1550169596.0298836
Full_Spectrum,192,1550169596.1933687
Infrared,24,1550169596.0298836
Infrared,24,1550169596.1933687
Visible,168,1550169596.0298836
Visible,168,1550169596.1933687
Full_Spectrum,27,1550169602.7518268
Infrared,4,1550169602.7518268
Visible,23,1550169602.7518268
Full_Spectrum,41,1550169603.7588522
Infrared,4,1550169603.7588522
Visible,37,1550169603.7588522
Full_Spectrum,174,1550169607.1700375
Infrared,21,1550169607.1700375
Visible,153,1550169607.1700375
Full_Spectrum,174,1550169612.666186
Infrared,21,1550169612.666186
Visible,153,1550169612.666186
Full_Spectrum,176,1550169616.6830776
Infrared,21,1550169616.6830776
Visible,155,1550169616.6830776
Full_Spectrum,181,1550169624.13363
Full_Spectrum,181,1550169624.1685104
Infrared,22,1550169624.13363
Infrared,22,1550169624.1685104
Visible,159,1550169624.13363
Visible,159,1550169624.1685104
Full_Spectrum,182,1550169626.998039
Full_Spectrum,180,1550169627.034738
Infrared,22,1550169626.998039
Infrared,22,1550169627.034738
Visible,160,1550169626.998039
Visible,158,1550169627.034738
Full_Spectrum,178,1550169633.747256
Infrared,21,1550169633.747256
Visible,157,1550169633.747256
Full_Spectrum,180,1550169634.7688692
Infrared,22,1550169634.7688692
Visible,158,1550169634.7688692
Full_Spectrum,187,1550169637.9540105
Infrared,23,1550169637.9540105
Visible,164,1550169637.9540105
Full_Spectrum,189,1550169643.5596104
Infrared,23,1550169643.5596104
Visible,166,1550169643.5596104
Full_Spectrum,188,1550169647.5098736
Infrared,23,1550169647.5098736
Visible,165,1550169647.5098736
Full_Spectrum,193,1550169654.9634712
Full_Spectrum,193,1550169655.0177248
Infrared,24,1550169654.9634712
Infrared,24,1550169655.0177248
Visible,169,1550169654.9634712
Visible,169,1550169655.0177248
Full_Spectrum,194,1550169658.0179265
Full_Spectrum,194,1550169658.0525026
Infrared,24,1550169658.0179265
Infrared,24,1550169658.0525026
Visible,170,1550169658.0179265
Visible,170,1550169658.0525026
Full_Spectrum,194,1550169664.6211424
Infrared,24,1550169664.6211424
Visible,170,1550169664.6211424
Full_Spectrum,194,1550169665.692411
Infrared,24,1550169665.692411
Visible,170,1550169665.692411
Full_Spectrum,194,1550169668.7394056
Infrared,24,1550169668.7394056
Visible,170,1550169668.7394056
Full_Spectrum,194,1550169674.4699807
Infrared,24,1550169674.4699807
Visible,170,1550169674.4699807
Full_Spectrum,193,1550169678.385487
Infrared,24,1550169678.385487
Visible,169,1550169678.385487
Full_Spectrum,195,1550169685.81838
Full_Spectrum,195,1550169685.8474264
Infrared,24,1550169685.81838
Infrared,24,1550169685.8474264
Visible,171,1550169685.81838
Visible,171,1550169685.8474264
Full_Spectrum,194,1550169688.825881
Full_Spectrum,194,1550169688.8745537
Infrared,24,1550169688.825881
Infrared,24,1550169688.8745537
Visible,170,1550169688.825881
Visible,170,1550169688.8745537
Full_Spectrum,194,1550169695.4843943
Infrared,24,1550169695.4843943
Visible,170,1550169695.4843943
Full_Spectrum,194,1550169696.535518
Infrared,24,1550169696.535518
Visible,170,1550169696.535518
Full_Spectrum,194,1550169699.6052802
Infrared,24,1550169699.6052802
Visible,170,1550169699.6052802
Full_Spectrum,194,1550169705.2705297
Infrared,24,1550169705.2705297
Visible,170,1550169705.2705297
Full_Spectrum,194,1550169709.1963842
Infrared,24,1550169709.1963842
Visible,170,1550169709.1963842
Full_Spectrum,194,1550169716.7823174
Infrared,24,1550169716.7823174
Full_Spectrum,194,1550169716.912476
Visible,170,1550169716.7823174
Infrared,24,1550169716.912476
Visible,170,1550169716.912476
Full_Spectrum,195,1550169719.7752542
Full_Spectrum,195,1550169719.8460042
Infrared,24,1550169719.7752542
Infrared,24,1550169719.8460042
Visible,171,1550169719.7752542
Visible,171,1550169719.8460042
Full_Spectrum,194,1550169726.2556438
Infrared,24,1550169726.2556438
Visible,170,1550169726.2556438
Full_Spectrum,193,1550169727.38062
Infrared,24,1550169727.38062
Visible,169,1550169727.38062
Full_Spectrum,193,1550169730.495382
Infrared,24,1550169730.495382
Visible,169,1550169730.495382
Full_Spectrum,194,1550169736.0966222
Infrared,24,1550169736.0966222
Visible,170,1550169736.0966222
Full_Spectrum,193,1550169740.0304945
Infrared,24,1550169740.0304945
Visible,169,1550169740.0304945
Full_Spectrum,194,1550169747.6776965
Infrared,24,1550169747.6776965
Full_Spectrum,194,1550169747.8290093
Visible,170,1550169747.6776965
Infrared,24,1550169747.8290093
Visible,170,1550169747.8290093
Full_Spectrum,194,1550169750.6796582
Infrared,24,1550169750.6796582
Full_Spectrum,194,1550169750.7602086
Visible,170,1550169750.6796582
Infrared,24,1550169750.7602086
Visible,170,1550169750.7602086
Full_Spectrum,194,1550169757.1075063
Infrared,24,1550169757.1075063
Visible,170,1550169757.1075063
Full_Spectrum,194,1550169758.2306552
Infrared,24,1550169758.2306552
Visible,170,1550169758.2306552
Full_Spectrum,194,1550169761.410336
Infrared,24,1550169761.410336
Visible,170,1550169761.410336
Full_Spectrum,194,1550169766.9851394
Infrared,24,1550169766.9851394
Visible,170,1550169766.9851394
Full_Spectrum,194,1550169770.9161062
Infrared,24,1550169770.9161062
Visible,170,1550169770.9161062
Full_Spectrum,194,1550169778.562223
Full_Spectrum,194,1550169778.6899564
Infrared,24,1550169778.562223
Infrared,24,1550169778.6899564
Visible,170,1550169778.562223
Visible,170,1550169778.6899564
Full_Spectrum,195,1550169781.582887
Infrared,24,1550169781.582887
Full_Spectrum,195,1550169781.7362847
Visible,171,1550169781.582887
Infrared,24,1550169781.7362847
Visible,171,1550169781.7362847
Full_Spectrum,194,1550169787.9444702
Infrared,24,1550169787.9444702
Visible,170,1550169787.9444702
Full_Spectrum,194,1550169788.99241
Infrared,24,1550169788.99241
Visible,170,1550169788.99241
Full_Spectrum,194,1550169792.2595346
Infrared,24,1550169792.2595346
Visible,170,1550169792.2595346
Full_Spectrum,194,1550169797.7721388
Infrared,24,1550169797.7721388
Visible,170,1550169797.7721388
Full_Spectrum,193,1550169801.7678394
Infrared,24,1550169801.7678394
Visible,169,1550169801.7678394
Full_Spectrum,194,1550169809.506168
Full_Spectrum,194,1550169809.5345454
Infrared,24,1550169809.506168
Infrared,24,1550169809.5345454
Visible,170,1550169809.506168
Visible,170,1550169809.5345454
Full_Spectrum,194,1550169812.5353155
Infrared,24,1550169812.5353155
Full_Spectrum,194,1550169812.7512994
Visible,170,1550169812.5353155
Infrared,24,1550169812.7512994
Visible,170,1550169812.7512994
Full_Spectrum,194,1550169818.8154893
Infrared,24,1550169818.8154893
Visible,170,1550169818.8154893
Full_Spectrum,194,1550169819.7764316
Infrared,24,1550169819.7764316
Visible,170,1550169819.7764316
Full_Spectrum,193,1550169823.0923302
Infrared,24,1550169823.0923302
Visible,169,1550169823.0923302
Full_Spectrum,193,1550169828.582929
Infrared,24,1550169828.582929
Visible,169,1550169828.582929
Full_Spectrum,194,1550169832.6578343
Infrared,24,1550169832.6578343
Visible,170,1550169832.6578343
Full_Spectrum,194,1550169841.3488543
Full_Spectrum,194,1550169841.3743246
Infrared,24,1550169841.3488543
Infrared,24,1550169841.3743246
Visible,170,1550169841.3488543
Visible,170,1550169841.3743246
Full_Spectrum,193,1550169843.4814882
Infrared,24,1550169843.4814882
Full_Spectrum,193,1550169843.7475011
Visible,169,1550169843.4814882
Infrared,24,1550169843.7475011
Visible,169,1550169843.7475011
Full_Spectrum,193,1550169849.6552722
Infrared,24,1550169849.6552722
Visible,169,1550169849.6552722
Full_Spectrum,193,1550169850.6919563
Infrared,24,1550169850.6919563
Visible,169,1550169850.6919563
Full_Spectrum,193,1550169854.011314
Infrared,24,1550169854.011314
